cnf,solution,abcdsat-2015,berkmin-2003,boehm1-1992,cadical-2019,chaff-2001,cryptominisat-fixed-2010,glucose-2011,glucose-2012,grasp-1997,kissat-2020,kissat-mab-2021,kissat-mab-hywalk-2022,limmat-2002,lingeling-2013,lingeling-2014,maple-comsps-drup-2016,maple-lcm-disc-cb-dl-v3-2019,maple-lcm-dist-2017,maple-lcm-dist-cb-2018,minisat-2006,minisat-2008,posit-fixed-1995,precosat-2009,rsat-fixed-2007,satelite-gti-2005,sbva-cadical-2023,zchaff-2004
E00N23,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3680.88,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3412.15,3017.93,3402.60,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
E00X23,UNSATISFIABLE,4657.43,FAILED,FAILED,FAILED,FAILED,FAILED,4105.16,3537.75,FAILED,3204.15,3821.75,3812.50,FAILED,FAILED,FAILED,FAILED,2345.90,2544.98,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
E02F17,UNSATISFIABLE,22.93,26.12,FAILED,39.51,359.58,43.67,27.02,19.04,FAILED,25.72,22.52,21.97,2789.35,44.57,48.73,40.62,45.84,35.27,50.39,77.52,66.11,FAILED,50.93,167.16,78.79,17.85,20.76
E02F20,SATISFIABLE,660.14,236.74,FAILED,180.93,549.64,250.58,32.70,16.67,FAILED,162.66,92.94,89.86,FAILED,759.35,507.09,2621.88,125.52,2539.38,55.92,33.13,120.42,FAILED,567.00,299.96,956.41,219.36,FAILED
E02F22,SATISFIABLE,310.45,62.05,FAILED,294.47,2618.93,1221.80,137.48,163.16,FAILED,236.31,214.23,211.56,148.03,406.51,325.56,323.85,506.95,345.94,390.51,612.56,400.46,FAILED,512.47,327.62,301.41,1205.92,2786.33
E03N15,UNSATISFIABLE,0.31,0.14,FAILED,0.58,0.95,0.39,0.32,0.27,196.27,0.21,0.24,0.23,1.19,0.93,3.56,0.24,10.47,11.40,13.80,0.32,0.30,FAILED,0.28,0.37,0.32,0.91,0.58
E03N17,UNSATISFIABLE,4.23,1.75,FAILED,1.85,8.19,1.48,3.52,1.49,FAILED,1.25,2.57,2.56,14.17,2.44,8.46,2.36,22.27,17.43,21.47,2.55,1.08,FAILED,3.51,3.21,12.82,9.19,0.67
E03X18,SATISFIABLE,16.06,4.45,FAILED,16.27,112.29,18.98,2.73,2.57,FAILED,6.71,10.82,10.68,61.06,18.15,41.32,15.67,31.87,35.94,29.01,17.54,18.96,FAILED,14.04,49.89,37.20,11.70,9.79
E04F15,UNSATISFIABLE,5.57,2.13,FAILED,10.43,17.35,7.80,2.25,2.60,FAILED,3.45,9.01,3.44,75.85,13.26,9.67,4.13,16.95,15.90,16.22,2.14,1.79,FAILED,7.64,2.67,2.96,4.57,18.00
E04F17,SATISFIABLE,5.95,2.30,FAILED,16.44,86.33,3.29,3.42,4.52,FAILED,10.97,11.02,11.22,34.42,15.62,37.97,1.15,16.46,22.19,22.21,9.32,15.90,FAILED,4.06,8.77,1.19,13.03,15.47
E04F19,SATISFIABLE,77.58,84.12,FAILED,119.71,480.09,14.25,11.68,19.77,FAILED,35.35,21.04,21.01,FAILED,44.27,105.23,39.15,64.08,194.63,79.68,20.68,96.79,FAILED,46.87,45.99,32.34,160.08,1432.35
E04F20,SATISFIABLE,327.47,32.32,FAILED,168.16,57.55,328.48,32.25,27.72,FAILED,38.99,46.83,46.77,4292.81,180.30,77.91,162.72,92.41,129.87,297.03,142.91,88.86,FAILED,60.96,126.34,62.35,242.44,212.87
E04N18,UNSATISFIABLE,1.12,0.16,FAILED,0.64,0.78,0.84,0.47,0.52,1837.33,0.45,0.34,0.34,0.80,1.34,13.45,0.97,8.86,11.51,16.69,1.17,0.92,FAILED,4.25,0.98,11.23,13.02,0.42
E05F18,SATISFIABLE,27.24,9.02,FAILED,28.83,26.26,16.91,1.85,4.12,FAILED,12.67,12.52,12.24,48.90,35.73,57.10,15.95,25.01,53.73,33.96,16.06,21.52,FAILED,16.99,13.65,17.53,14.27,23.78
E05F20,SATISFIABLE,120.03,104.06,FAILED,222.89,865.83,162.32,24.36,28.72,FAILED,24.08,19.58,19.50,FAILED,279.50,157.64,65.90,88.53,75.12,116.17,146.25,95.90,FAILED,173.88,68.43,16.73,305.72,1251.90
E05X15,UNSATISFIABLE,8.20,9.74,FAILED,10.84,208.65,48.92,8.10,7.01,FAILED,38.34,9.70,10.19,409.41,14.66,14.89,8.48,25.83,18.59,17.29,33.53,6.24,FAILED,61.72,19.21,23.53,13.23,16.16
E07N10,UNSATISFIABLE,0.06,0.02,105.25,0.03,0.02,0.02,0.06,0.04,1.74,0.03,0.02,0.03,0.02,0.12,0.20,0.03,0.18,0.15,0.16,0.02,0.02,211.05,0.04,0.07,0.05,0.42,0.03
E10N10,UNSATISFIABLE,0.04,0.01,81.57,0.01,0.02,0.02,0.06,0.04,0.32,0.01,0.01,0.01,0.03,0.14,0.17,0.02,0.17,0.16,0.17,0.02,0.02,17.53,0.03,0.05,0.03,0.26,0.04
E10X15,UNSATISFIABLE,0.04,0.02,FAILED,0.04,0.08,0.09,0.14,0.15,1.32,0.02,0.02,0.02,0.04,0.30,0.27,0.07,0.06,0.07,0.11,0.10,0.11,9.40,0.02,0.16,0.11,1.06,0.05
E13N10,UNSATISFIABLE,0.26,0.05,2735.67,0.23,0.13,0.10,0.08,0.06,8.31,0.13,0.11,0.15,0.13,0.39,1.10,0.11,5.73,7.46,3.95,0.06,0.13,FAILED,0.14,0.20,0.24,0.44,0.08
E15N10,UNSATISFIABLE,0.08,0.02,552.14,0.05,0.05,0.07,0.07,0.08,6.19,0.10,0.09,0.09,0.05,0.12,0.14,0.05,0.69,0.52,0.52,0.04,0.03,73.18,0.09,0.09,0.06,0.19,0.07
EDP3-10000,SATISFIABLE,FAILED,FAILED,FAILED,11.37,946.51,FAILED,FAILED,FAILED,1409.61,15.64,8.67,28.66,1835.43,1312.56,676.78,92.35,167.72,37.94,40.91,257.52,535.27,FAILED,965.83,105.42,430.90,55.12,FAILED
EDP3-11000,SATISFIABLE,FAILED,FAILED,FAILED,249.67,2367.77,FAILED,FAILED,FAILED,FAILED,101.79,110.93,100.70,FAILED,1958.90,3095.29,180.52,257.17,629.51,285.59,FAILED,530.85,FAILED,951.96,849.39,589.90,195.59,FAILED
EDP3-12000,SATISFIABLE,FAILED,FAILED,FAILED,184.20,3178.07,FAILED,FAILED,FAILED,FAILED,537.37,187.46,192.81,FAILED,630.91,2351.01,811.91,516.21,108.59,1162.66,3803.68,1736.03,FAILED,FAILED,4860.73,FAILED,601.70,FAILED
EDP3-13000,SATISFIABLE,FAILED,FAILED,FAILED,1095.82,FAILED,FAILED,FAILED,FAILED,FAILED,3506.46,663.49,872.62,FAILED,FAILED,FAILED,862.20,3783.69,808.50,2116.92,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,384.69,FAILED
EDP3-14000,SATISFIABLE,FAILED,FAILED,FAILED,4649.23,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1934.77,FAILED,FAILED,FAILED,FAILED,1718.23,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
EDP3-15000,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
EDP3-16000,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
EDP3-17000,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
EDP3-18000,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
EDP3-19000,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
EDP3-20000,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
EDP3-30000,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
EDP3-40000,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
EDP3-50000,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
EDP3-60000,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
EDP3-70000,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
EDP3-8000,SATISFIABLE,88.37,FAILED,FAILED,8.16,73.38,3.79,3.20,42.50,451.16,1.53,3.32,3.19,508.83,89.94,118.13,9.54,20.11,22.20,16.70,36.76,23.18,FAILED,14.69,28.21,113.28,16.68,FAILED
EDP3-80000,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
EDP3-9000,SATISFIABLE,267.57,FAILED,FAILED,39.69,48.33,269.26,430.83,398.78,1081.56,6.87,9.66,8.91,59.06,265.33,575.56,43.91,117.12,50.40,53.11,52.75,26.33,FAILED,64.55,181.66,49.40,12.03,FAILED
EDP3-90000,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ER_500_40_2.apx_0,UNSATISFIABLE,199.76,50.78,621.08,459.23,FAILED,581.85,223.95,389.53,FAILED,338.36,381.23,324.30,2798.78,FAILED,192.19,118.56,169.85,168.69,164.71,569.41,824.42,FAILED,1091.28,1859.45,661.11,214.85,FAILED
Eternity-10-05_c18,SATISFIABLE,20.69,40.05,FAILED,4.32,543.11,23.58,39.93,32.72,FAILED,1.98,0.82,7.56,FAILED,45.80,19.33,23.48,16.89,81.50,59.04,259.29,61.69,FAILED,44.03,457.46,472.57,30.94,1764.17
Eternity-10-06_c18,SATISFIABLE,572.91,2672.30,FAILED,FAILED,FAILED,3144.24,1030.24,1715.13,FAILED,160.72,734.05,717.07,FAILED,2199.12,3126.43,4264.75,3212.25,379.44,496.03,FAILED,FAILED,FAILED,4296.11,FAILED,FAILED,202.80,FAILED
FIFO.used-as.sat04-991,UNSATISFIABLE,14.79,281.04,FAILED,11.75,FAILED,39.43,23.10,13.64,FAILED,9.39,12.51,11.01,1875.11,21.00,19.38,25.04,41.08,41.15,33.26,31.50,19.70,FAILED,52.75,83.83,59.09,12.10,2356.85
FlowerSnark-k6,UNSATISFIABLE,411.60,1258.06,FAILED,2279.60,FAILED,2048.72,2070.85,1259.46,FAILED,1992.35,1618.43,1611.26,FAILED,4659.44,FAILED,1186.64,731.80,1363.52,1281.25,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1537.08,FAILED
GracefulGraph-K04-P04_c18,SATISFIABLE,677.51,1151.20,FAILED,501.16,FAILED,428.86,104.99,261.23,FAILED,114.03,89.26,25.10,FAILED,163.67,118.62,143.28,114.76,177.87,53.72,283.59,266.32,FAILED,939.36,418.33,269.02,12.09,FAILED
GracefulGraph-K05-P02_c18,SATISFIABLE,116.69,180.23,FAILED,89.61,196.01,52.64,18.30,825.99,FAILED,22.44,53.65,34.55,FAILED,119.70,377.07,96.99,17.67,147.04,35.52,362.33,260.67,FAILED,126.96,FAILED,162.72,25.45,21.31
Grain_no_init_ver1_out200_known_last104_0,SATISFIABLE,848.94,2532.77,FAILED,96.88,FAILED,FAILED,FAILED,FAILED,FAILED,1224.30,437.62,121.80,FAILED,FAILED,FAILED,FAILED,1156.65,3504.55,400.86,FAILED,717.86,FAILED,26.26,FAILED,FAILED,212.10,FAILED
Grain_no_init_ver1_out200_known_last104_0_u,UNSATISFIABLE,FAILED,FAILED,FAILED,4404.50,FAILED,FAILED,FAILED,FAILED,FAILED,2295.91,2818.08,2672.20,FAILED,FAILED,FAILED,1991.45,2170.40,1691.06,1797.02,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2903.38,FAILED
Grain_no_init_ver1_out200_known_last105_0,SATISFIABLE,FAILED,2043.73,FAILED,672.93,FAILED,FAILED,FAILED,FAILED,FAILED,108.30,55.66,100.40,FAILED,FAILED,FAILED,FAILED,1078.15,323.92,175.48,FAILED,494.13,FAILED,2542.42,568.22,FAILED,101.59,FAILED
Grain_no_init_ver1_out200_known_last105_0_u,UNSATISFIABLE,FAILED,FAILED,FAILED,910.78,FAILED,FAILED,FAILED,FAILED,FAILED,429.98,516.14,552.08,FAILED,FAILED,FAILED,358.87,427.01,320.18,465.29,FAILED,3893.08,FAILED,FAILED,FAILED,FAILED,821.54,FAILED
GreenTao_2-3-5_527,SATISFIABLE,505.43,FAILED,FAILED,8.78,FAILED,265.78,252.28,73.22,FAILED,7.37,33.02,7.38,FAILED,603.14,241.80,12.15,112.37,98.55,31.44,16.34,79.54,1222.01,661.44,543.80,86.05,33.65,2250.75
GreenTao_2-3-5_528,UNSATISFIABLE,343.22,FAILED,FAILED,385.24,FAILED,295.40,595.02,505.58,FAILED,469.17,663.36,708.15,FAILED,1086.94,308.98,112.39,214.62,147.37,150.96,155.36,448.48,1433.18,1275.96,3784.73,175.50,439.16,FAILED
GreenTao_2-3-6_2071,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GreenTao_2-3-6_2072,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GreenTao_2-4-4_511,SATISFIABLE,FAILED,FAILED,FAILED,772.90,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,982.39,1229.94,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1422.47,FAILED
GreenTao_2-4-4_512,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GreenTao_2-4-5_4231,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GreenTao_2-4-5_4232,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GreenTao_2-5-5_34308,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
GreenTao_2-5-5_34309,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
HCP-424-60,SATISFIABLE,2266.04,FAILED,FAILED,800.03,FAILED,FAILED,FAILED,3114.52,FAILED,1217.46,837.44,841.03,FAILED,FAILED,FAILED,3482.66,1896.10,2168.41,1831.09,FAILED,FAILED,FAILED,4188.66,FAILED,FAILED,1133.82,FAILED
HCP-446-105,SATISFIABLE,FAILED,FAILED,FAILED,2076.53,FAILED,FAILED,FAILED,FAILED,FAILED,1495.68,2377.36,2709.41,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1732.26,FAILED
HCP-446-420,SATISFIABLE,4845.60,FAILED,FAILED,2289.60,FAILED,FAILED,FAILED,FAILED,FAILED,1665.78,1808.58,1678.84,FAILED,FAILED,FAILED,FAILED,3766.32,4548.30,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1282.44,FAILED
HCP-446-60,SATISFIABLE,2177.60,FAILED,FAILED,1005.82,FAILED,FAILED,3703.00,2397.77,FAILED,1108.48,799.79,787.19,FAILED,FAILED,FAILED,3760.54,2037.96,2292.79,2022.86,FAILED,FAILED,FAILED,3550.25,FAILED,FAILED,777.09,FAILED
HCP-470-105,SATISFIABLE,3807.24,FAILED,FAILED,2315.75,FAILED,FAILED,FAILED,4916.08,FAILED,824.15,2998.54,1352.20,FAILED,FAILED,FAILED,FAILED,3190.55,4230.58,4486.34,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1163.37,FAILED
HCP-470-420,SATISFIABLE,4098.85,FAILED,FAILED,4255.56,FAILED,FAILED,FAILED,FAILED,FAILED,1273.01,2810.58,1353.25,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4887.77,FAILED,FAILED,1583.08,FAILED
HCP-470-60,SATISFIABLE,3631.96,FAILED,FAILED,2700.69,FAILED,FAILED,4121.78,4209.76,FAILED,1273.99,1973.23,1877.21,FAILED,FAILED,4783.52,FAILED,FAILED,4320.29,4140.50,FAILED,FAILED,FAILED,3851.41,FAILED,FAILED,3074.78,FAILED
HCP-506-60,SATISFIABLE,FAILED,FAILED,FAILED,567.70,FAILED,FAILED,337.12,107.47,FAILED,139.71,84.53,71.38,FAILED,FAILED,425.26,1368.90,2003.40,1135.56,2139.32,FAILED,FAILED,FAILED,391.08,1390.82,FAILED,142.70,FAILED
HCP-522-105,SATISFIABLE,FAILED,FAILED,FAILED,256.97,FAILED,FAILED,FAILED,FAILED,FAILED,197.51,169.15,258.75,FAILED,3961.00,512.12,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,961.44,FAILED,FAILED,280.68,FAILED
HCP-526-105,SATISFIABLE,193.89,FAILED,FAILED,69.48,FAILED,FAILED,302.32,198.63,FAILED,198.09,176.77,134.08,FAILED,1595.58,3601.95,1141.40,2104.64,FAILED,FAILED,FAILED,FAILED,FAILED,633.19,FAILED,FAILED,99.32,FAILED
HCP-526-420,SATISFIABLE,244.55,FAILED,FAILED,289.25,FAILED,FAILED,FAILED,157.30,FAILED,227.47,129.50,176.70,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2158.72,FAILED,1833.74,FAILED,FAILED,110.65,FAILED
HCP-529-420,SATISFIABLE,99.10,FAILED,FAILED,387.98,FAILED,FAILED,FAILED,163.39,FAILED,244.09,237.61,83.87,FAILED,FAILED,3055.22,793.15,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1223.08,FAILED,FAILED,101.65,FAILED
HCP-529-60,SATISFIABLE,153.20,FAILED,FAILED,607.26,FAILED,FAILED,485.48,123.92,FAILED,115.94,176.42,103.69,FAILED,FAILED,93.26,112.63,FAILED,FAILED,779.38,FAILED,FAILED,FAILED,987.52,4965.54,FAILED,160.30,FAILED
Haystacks-ext-12_c18,UNSATISFIABLE,FAILED,FAILED,FAILED,419.42,FAILED,FAILED,FAILED,FAILED,FAILED,1746.26,1979.45,2095.04,FAILED,989.05,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,24.27,128.48
Haystacks-ext-13_c18,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1837.02,1232.60
Hidoku_enu_8,SATISFIABLE,FAILED,FAILED,FAILED,669.38,FAILED,FAILED,FAILED,FAILED,FAILED,108.46,171.56,370.25,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1180.10,FAILED
IBM_FV_2004_rule_batch_01_SAT_dat.k100,SATISFIABLE,21.87,FAILED,FAILED,91.95,FAILED,8.91,10.16,11.78,FAILED,14.71,17.07,24.60,FAILED,27.43,23.89,40.41,24.05,31.89,62.28,152.73,25.98,FAILED,25.20,30.63,241.17,14.11,FAILED
IBM_FV_2004_rule_batch_01_SAT_dat.k95,SATISFIABLE,27.48,FAILED,FAILED,22.68,FAILED,11.03,19.14,7.34,FAILED,14.98,16.06,33.63,FAILED,46.23,37.12,40.08,18.19,48.42,36.37,50.74,27.84,FAILED,14.64,72.19,16.16,34.20,3164.27
IBM_FV_2004_rule_batch_07_SAT_dat.k35,UNSATISFIABLE,1.35,1.45,FAILED,0.76,FAILED,FAILED,0.40,0.27,FAILED,1.24,1.35,1.24,FAILED,0.84,0.53,0.49,5.26,5.32,5.39,1.17,0.41,FAILED,0.38,0.95,2.09,0.96,1.71
IBM_FV_2004_rule_batch_07_SAT_dat.k55,UNSATISFIABLE,1.20,1.85,FAILED,1.06,FAILED,3.20,0.43,0.43,FAILED,0.64,0.75,0.71,FAILED,0.84,0.98,0.58,5.30,4.74,5.30,0.72,0.39,FAILED,464.76,0.89,1.84,1.13,1.63
IBM_FV_2004_rule_batch_07_SAT_dat.k90,UNSATISFIABLE,0.68,1.71,FAILED,0.81,FAILED,FAILED,0.34,0.43,FAILED,0.90,0.68,0.80,FAILED,0.93,1.37,0.46,5.29,4.75,5.43,0.95,0.40,FAILED,0.58,0.99,1.80,1.56,1.94
IBM_FV_2004_rule_batch_07_SAT_dat.k95,UNSATISFIABLE,0.68,2.00,FAILED,0.88,FAILED,FAILED,0.35,0.46,FAILED,0.88,0.60,0.58,FAILED,1.28,0.76,0.38,6.78,6.69,6.19,0.99,0.43,FAILED,0.51,1.22,1.75,1.34,2.27
IBM_FV_2004_rule_batch_1_31_1_SAT_dat.k40.debugged,UNSATISFIABLE,FAILED,FAILED,FAILED,826.38,FAILED,FAILED,FAILED,FAILED,FAILED,1009.10,1152.06,1181.73,FAILED,FAILED,3960.64,FAILED,940.20,2944.64,3490.44,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1012.78,FAILED
IBM_FV_2004_rule_batch_1_31_1_SAT_dat.k90.debugged,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
IBM_FV_2004_rule_batch_1_31_2_SAT_dat.k65.debugged,UNSATISFIABLE,85.22,FAILED,FAILED,43.89,FAILED,186.35,229.81,121.09,FAILED,57.87,49.12,47.86,FAILED,98.92,91.68,242.74,49.79,137.28,127.93,FAILED,1166.07,FAILED,618.58,FAILED,FAILED,64.35,FAILED
IBM_FV_2004_rule_batch_1_31_2_SAT_dat.k95.debugged,UNSATISFIABLE,152.83,FAILED,FAILED,116.53,FAILED,452.20,284.83,247.43,FAILED,114.44,119.31,123.03,FAILED,226.36,213.98,572.04,90.33,367.08,320.17,FAILED,4514.57,FAILED,1069.40,FAILED,FAILED,114.07,FAILED
IBM_FV_2004_rule_batch_20_SAT_dat.k75,SATISFIABLE,88.74,FAILED,FAILED,57.59,FAILED,44.35,48.22,47.58,FAILED,22.86,23.84,104.99,FAILED,77.82,90.21,56.77,61.59,86.27,90.95,167.49,78.29,FAILED,54.95,89.37,650.02,52.83,FAILED
IBM_FV_2004_rule_batch_22_SAT_dat.k100,SATISFIABLE,207.40,FAILED,FAILED,58.07,FAILED,347.12,201.18,88.85,FAILED,52.81,48.35,48.22,FAILED,210.30,177.45,87.69,94.26,102.79,74.93,566.09,101.06,FAILED,151.43,284.53,757.52,59.77,FAILED
IBM_FV_2004_rule_batch_22_SAT_dat.k65,SATISFIABLE,46.74,FAILED,FAILED,35.29,FAILED,48.42,19.48,23.22,FAILED,15.33,26.62,29.34,4653.47,44.83,64.74,27.29,43.39,38.41,38.09,127.00,18.01,FAILED,21.48,73.52,245.07,24.07,FAILED
IBM_FV_2004_rule_batch_23_SAT_dat.k90,SATISFIABLE,179.98,FAILED,FAILED,164.28,FAILED,256.35,161.32,119.50,FAILED,67.65,77.08,78.33,FAILED,184.03,121.92,52.86,127.85,83.08,44.40,977.09,168.00,FAILED,98.18,231.52,568.26,77.23,FAILED
IBM_FV_2004_rule_batch_26_SAT_dat.k90,UNSATISFIABLE,12.42,1.28,FAILED,1.63,FAILED,5.36,54.52,32.45,2043.09,0.71,0.70,0.71,4.54,14.69,20.50,39.49,47.73,49.19,47.93,FAILED,28.29,FAILED,1091.87,171.10,746.81,29.29,2.70
