cnf,solution,abcdsat-2015,berkmin-2003,boehm1-1992,cadical-2019,chaff-2001,cryptominisat-2010,glucose-2011,glucose-2012,glucose-2016,grasp-1997,kissat-2020,kissat-mab-2021,kissat-mab-hywalk-2022,limmat-2002,lingeling-2010,lingeling-2011,lingeling-2013,lingeling-2014,maple-comsps-drup-2016,maple-lcm-disc-cb-dl-v3-2019,maple-lcm-dist-2017,maple-lcm-dist-cb-2018,minisat-2005,minisat-2006,minisat-2008,picosat-2007,precosat-2009,rsat-2007,satelite-gti-2005,siege-2003,zchaff-2004,zchaff-2007
satcoin-genesis-SAT-5,SATISFIABLE,FAILED,FAILED,2.14,1.16,14.41,3.91,FAILED,FAILED,FAILED,975.87,47.31,70.88,189.88,2.78,12.82,13.75,2071.05,7.74,781.36,3.59,3.77,3.64,0.44,212.15,FAILED,FAILED,3.55,FAILED,2.23,89.47,2.55,1.87
satcoin-genesis-SAT-8192,SATISFIABLE,FAILED,FAILED,4682.41,419.25,2445.35,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,300.42,494.35,FAILED,FAILED,FAILED,FAILED,483.64,3266.58,2777.50,596.74,FAILED,FAILED,FAILED,441.10,FAILED,FAILED,723.89,332.78,338.57
sha256__zeroOut_12__freeIn_16__seed_1,SATISFIABLE,3434.01,FAILED,FAILED,FAILED,FAILED,1476.26,FAILED,FAILED,2607.19,FAILED,4473.53,FAILED,3929.36,FAILED,FAILED,FAILED,FAILED,FAILED,650.22,1264.49,1094.88,1216.23,FAILED,FAILED,FAILED,FAILED,4127.10,FAILED,FAILED,FAILED,FAILED,FAILED
sin-mitern28,UNSATISFIABLE,240.05,843.33,FAILED,154.82,3262.43,220.45,95.34,115.70,127.13,FAILED,133.03,184.99,180.24,4234.39,490.01,662.91,282.22,868.95,153.35,221.14,186.19,195.79,434.09,297.97,345.75,2735.99,507.81,629.65,267.13,4625.80,FAILED,FAILED
sin-mitern29,UNSATISFIABLE,103.77,306.85,FAILED,57.23,1069.46,93.02,44.05,48.08,53.37,FAILED,57.78,73.69,73.53,1134.60,161.29,284.76,101.68,352.71,75.61,103.77,99.39,101.04,185.97,86.92,119.87,1045.42,193.47,199.10,85.09,1476.52,1784.64,1788.06
sin_depth_miter_1,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sin_depth_miter_2,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sin_depth_miter_4,UNSATISFIABLE,4505.75,FAILED,FAILED,2458.03,FAILED,3899.81,2016.09,2166.81,2608.62,FAILED,2930.71,2606.14,2641.69,FAILED,FAILED,FAILED,FAILED,FAILED,2173.05,2699.90,2350.87,2339.34,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sin_depth_miter_5,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sin_depth_miter_6,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sin_depth_miter_8,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
size_5_5_5_i198_r12,SATISFIABLE,FAILED,FAILED,FAILED,1618.39,FAILED,FAILED,FAILED,4434.02,FAILED,FAILED,FAILED,1356.33,323.47,FAILED,4649.56,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1284.22,FAILED,FAILED,FAILED
smtlib-qfbv-aigs-countbits128-tseitin,UNSATISFIABLE,2388.74,FAILED,FAILED,1670.30,FAILED,33.20,FAILED,2668.02,2997.27,FAILED,1905.23,1953.41,2228.45,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2927.72,FAILED,4939.04,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
soelberg_unit_109,UNSATISFIABLE,263.29,798.25,FAILED,611.02,FAILED,404.63,354.70,261.80,260.16,FAILED,385.47,508.24,503.03,FAILED,397.64,409.58,598.27,641.75,158.07,262.76,173.23,209.70,FAILED,FAILED,295.80,1290.27,691.87,4899.06,FAILED,FAILED,FAILED,FAILED
soelberg_unit_158,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
soelberg_unit_159,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
soelberg_unit_223,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
spg_420_280,UNSATISFIABLE,65.45,2752.52,FAILED,177.71,FAILED,FAILED,1599.82,24.37,3186.36,FAILED,155.08,77.67,102.70,FAILED,98.61,763.57,FAILED,86.03,FAILED,172.95,295.66,2602.22,FAILED,329.22,2375.56,192.35,30.49,FAILED,FAILED,FAILED,FAILED,FAILED
sqrt-mitern168,UNSATISFIABLE,3151.27,FAILED,FAILED,3888.48,FAILED,FAILED,2476.11,3888.81,3950.19,FAILED,2288.43,3828.79,4366.34,FAILED,FAILED,FAILED,2768.54,3098.21,3000.69,1724.48,1746.58,1891.80,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sqrt-mitern172,UNSATISFIABLE,95.29,FAILED,FAILED,94.55,3590.63,71.96,46.90,81.28,70.15,FAILED,77.44,108.18,112.88,FAILED,97.76,60.37,82.98,107.68,70.28,115.49,76.77,80.21,133.74,90.48,279.97,2365.07,153.92,324.65,115.86,FAILED,FAILED,FAILED
sqrt_ineq_3.c,SATISFIABLE,388.71,FAILED,FAILED,138.34,FAILED,812.32,2568.04,FAILED,734.16,FAILED,26.22,11.26,4.29,FAILED,1492.23,1369.84,512.34,163.39,617.11,22.22,1259.64,1168.28,5.21,104.06,1870.02,FAILED,3675.28,203.86,12.15,473.87,172.81,171.83
ssAES_4-4-8_round_8-10_faultAt_8_fault_injections_2_seed_1579630418,SATISFIABLE,FAILED,FAILED,FAILED,3719.68,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
string_compare_safety_cbmc_unwinding_670,UNSATISFIABLE,2366.24,FAILED,FAILED,1156.41,FAILED,1676.62,FAILED,FAILED,3143.74,FAILED,899.16,1078.52,1248.60,4194.49,4272.00,1195.64,1904.78,FAILED,3019.93,2361.36,3317.30,2865.13,1248.00,2264.97,1458.01,FAILED,FAILED,2596.47,FAILED,FAILED,FAILED,FAILED
string_compare_safety_cbmc_unwinding_730,UNSATISFIABLE,2702.29,FAILED,FAILED,1202.14,FAILED,FAILED,4726.11,FAILED,FAILED,FAILED,1281.10,1172.01,1253.35,FAILED,4388.89,1460.42,3209.56,FAILED,3113.85,3404.76,3429.39,3496.51,1382.21,2418.12,1505.01,FAILED,FAILED,4258.64,FAILED,FAILED,FAILED,FAILED
sudoku-N30-10,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sudoku-N30-11,UNSATISFIABLE,FAILED,FAILED,FAILED,3781.26,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2821.40,3056.55,3188.28,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sudoku-N30-20,UNSATISFIABLE,FAILED,FAILED,FAILED,4018.78,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2939.74,3080.98,3429.96,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sudoku-N30-22,UNSATISFIABLE,188.09,FAILED,FAILED,316.90,FAILED,1210.54,321.56,288.10,241.96,FAILED,203.02,238.17,251.83,FAILED,1494.15,800.45,1856.50,1169.19,269.21,347.11,459.78,357.01,FAILED,548.98,376.85,FAILED,2701.72,463.13,695.03,FAILED,FAILED,FAILED
sudoku-N30-24,UNSATISFIABLE,228.10,FAILED,FAILED,338.85,FAILED,1095.98,313.87,296.13,282.90,FAILED,253.20,223.24,225.89,FAILED,1869.10,924.21,2396.83,2010.57,287.15,323.04,445.58,345.02,FAILED,800.19,397.39,FAILED,2911.69,496.11,1611.66,FAILED,FAILED,FAILED
sudoku-N30-27,UNSATISFIABLE,217.26,FAILED,FAILED,269.09,FAILED,1086.77,358.64,272.82,262.05,FAILED,231.51,356.87,355.46,FAILED,1583.43,1947.49,1691.29,1734.36,310.53,383.00,438.45,358.03,FAILED,591.91,361.96,FAILED,3110.42,469.21,520.55,FAILED,FAILED,FAILED
sudoku-N30-29,UNSATISFIABLE,FAILED,FAILED,FAILED,4059.09,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3481.96,3253.14,3510.29,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sudoku-N30-4,UNSATISFIABLE,FAILED,FAILED,FAILED,3898.50,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3632.51,3405.99,4468.19,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sudoku-N30-6,UNSATISFIABLE,236.94,FAILED,FAILED,324.62,FAILED,1112.81,439.47,331.50,265.29,FAILED,230.34,299.41,308.02,FAILED,2058.42,1381.61,2133.51,1352.90,309.88,396.70,486.13,342.47,FAILED,856.67,567.00,FAILED,3366.23,553.71,1373.32,FAILED,FAILED,FAILED
sudoku-N30-7,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sudoku-N30-8,UNSATISFIABLE,FAILED,FAILED,FAILED,3982.34,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3356.97,3677.25,3937.67,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sum_of_three_cubes_165_known_representation,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,217.42,340.65,FAILED,FAILED,FAILED,FAILED,281.12,FAILED,FAILED,FAILED
sum_of_three_cubes_165_unknown_representation,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sum_of_three_cubes_33_known_representation,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,23.04,1573.03,FAILED,FAILED,FAILED,FAILED,98.54,FAILED,FAILED,FAILED
sum_of_three_cubes_33_unknown_representation,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sum_of_three_cubes_3_unknown_representation,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sum_of_three_cubes_906_unknown_representation,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sum_of_three_cubes_still_open,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
sum_of_three_cubes_still_open_large,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
summle_X111102_steps8_I1-2-2-4-4-8-25-100,SATISFIABLE,1216.63,FAILED,FAILED,16.03,FAILED,2221.05,534.00,105.99,74.36,FAILED,70.67,582.50,561.07,FAILED,153.39,326.81,66.55,393.65,459.67,187.30,36.28,728.34,FAILED,FAILED,152.43,2250.66,437.62,3846.65,1455.82,FAILED,FAILED,FAILED
summle_X111104_steps6_I1-2-2-4-4-8-25-100,SATISFIABLE,295.97,FAILED,FAILED,280.07,FAILED,2906.33,326.46,689.64,629.56,FAILED,549.10,1065.79,1045.41,FAILED,143.68,1012.43,627.28,1901.87,253.02,341.94,161.96,366.56,FAILED,1274.80,46.02,FAILED,566.21,FAILED,1850.50,FAILED,FAILED,FAILED
summle_X111107_steps8_I1-2-2-4-4-8-25-100,SATISFIABLE,983.07,FAILED,FAILED,673.76,FAILED,1604.77,2065.47,1087.49,2321.91,FAILED,526.76,307.55,676.98,FAILED,173.09,2622.35,884.60,FAILED,842.79,2024.21,52.63,540.18,FAILED,1668.92,153.84,FAILED,2281.89,233.88,908.05,FAILED,FAILED,FAILED
summle_X111113_steps7_I1-2-2-4-4-8-25-100,SATISFIABLE,1068.07,FAILED,FAILED,174.86,FAILED,270.01,1479.19,1755.81,662.58,FAILED,741.71,1797.75,1822.67,FAILED,414.32,783.15,331.63,213.93,1050.52,249.27,156.65,67.13,FAILED,FAILED,346.72,3458.78,2006.71,371.87,FAILED,FAILED,FAILED,FAILED
summle_X111117_steps8_I1-2-2-4-4-8-25-100,SATISFIABLE,729.82,FAILED,FAILED,222.66,FAILED,467.97,214.41,132.57,435.05,FAILED,343.54,255.36,263.62,FAILED,333.70,77.93,73.43,169.32,377.35,58.39,102.88,721.06,638.25,167.75,147.42,464.43,456.32,220.84,189.30,FAILED,FAILED,FAILED
summle_X111119_steps7_I1-2-2-4-4-8-25-100,SATISFIABLE,930.30,FAILED,FAILED,46.33,FAILED,767.61,210.32,614.87,1544.85,FAILED,202.20,82.50,82.42,FAILED,1896.78,872.07,435.04,871.05,656.56,128.58,79.47,59.81,FAILED,790.73,129.15,FAILED,2322.00,1905.33,FAILED,FAILED,FAILED,FAILED
summle_X111121_steps7_I1-2-2-4-4-8-25-100,SATISFIABLE,1058.99,FAILED,FAILED,494.31,FAILED,15.97,1074.15,597.80,178.22,FAILED,71.37,491.19,500.81,FAILED,630.05,833.39,382.01,954.71,300.62,334.30,1315.99,660.03,3208.59,398.85,431.85,3971.13,3371.51,2477.61,1956.39,FAILED,FAILED,FAILED
summle_X11113_steps8_I1-2-2-4-4-8-25-100,SATISFIABLE,684.26,FAILED,FAILED,160.29,FAILED,457.77,994.72,218.29,530.54,FAILED,345.39,126.39,52.54,FAILED,72.80,421.27,219.24,175.95,194.42,80.44,27.72,43.68,1231.50,FAILED,121.06,1984.25,107.98,1461.17,1339.34,FAILED,FAILED,FAILED
summle_X8634_steps8_I1-2-2-4-4-8-25-100,SATISFIABLE,27.13,FAILED,FAILED,62.68,FAILED,236.27,338.88,658.85,96.65,FAILED,69.53,233.39,127.95,FAILED,348.45,116.18,81.76,45.20,49.87,32.69,44.86,244.73,FAILED,836.27,107.76,1432.92,27.92,35.47,1588.87,121.37,FAILED,FAILED
summle_X8637_steps8_I1-2-2-4-4-8-25-100,SATISFIABLE,151.68,FAILED,FAILED,60.75,FAILED,79.23,35.16,294.68,114.21,FAILED,114.07,57.52,199.40,FAILED,214.83,52.78,103.26,257.99,27.67,41.33,1104.39,363.64,729.45,688.98,87.76,1203.22,258.62,36.40,153.16,FAILED,FAILED,FAILED
summle_X8639_steps8_I1-2-2-4-4-8-25-100,SATISFIABLE,587.59,FAILED,FAILED,200.84,FAILED,502.45,74.30,531.59,251.99,FAILED,382.62,116.50,53.69,FAILED,60.37,190.37,393.24,86.20,52.98,42.21,40.18,31.30,436.19,56.11,97.87,319.80,819.30,531.29,392.29,FAILED,FAILED,FAILED
summle_X8646_steps8_I1-2-2-4-4-8-25-100,SATISFIABLE,157.53,FAILED,FAILED,41.59,FAILED,203.51,172.46,104.18,55.85,FAILED,104.47,32.55,19.76,FAILED,100.71,113.47,15.44,162.44,95.07,34.61,19.97,47.06,853.75,227.21,66.85,1418.63,253.88,500.04,363.66,485.03,FAILED,FAILED
summle_X8651_steps8_I1-2-2-4-4-8-25-100,SATISFIABLE,182.43,FAILED,FAILED,40.14,FAILED,72.86,16.44,103.77,295.73,FAILED,44.56,81.06,53.72,FAILED,128.32,92.75,121.17,152.71,1319.08,169.29,70.17,30.50,395.73,218.60,85.94,420.02,108.41,475.36,394.22,829.58,FAILED,FAILED
sv-comp19_prop-reachsafety.triangular-longer_false-unreach-call.i-witness,SATISFIABLE,581.94,4234.92,FAILED,1734.33,FAILED,37.79,598.79,443.08,250.51,FAILED,1109.40,207.77,232.49,FAILED,FAILED,FAILED,2104.93,FAILED,1919.42,469.88,513.25,1407.83,FAILED,877.88,247.85,1626.46,FAILED,384.09,1146.74,FAILED,FAILED,FAILED
traffic_f_unknown,UNSATISFIABLE,322.75,601.74,FAILED,278.42,FAILED,103.58,115.16,173.62,172.28,FAILED,264.11,287.16,306.58,FAILED,401.16,338.83,372.37,243.21,113.79,248.95,192.48,185.27,538.17,354.92,354.47,2418.23,459.78,398.62,378.17,1220.96,FAILED,4889.45
tseitin_grid_n14_m14,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,0.02,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1.04,0.95,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitin_grid_n16_m16,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,0.02,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1.21,1.10,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitin_n192_d3,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.65,0.58,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitin_n196_d3,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,0.01,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
tseitin_n200_d3,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,0.02,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,0.65,0.56,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
urquhart3_25bis.shuffled,UNSATISFIABLE,61.67,FAILED,FAILED,65.92,FAILED,0.02,12.62,22.38,14.55,FAILED,58.98,25.99,26.18,FAILED,156.95,27.85,0.58,0.44,8.23,20.20,16.21,16.07,11.03,32.40,89.66,174.03,31.41,24.30,57.20,62.27,123.75,105.93
velev-vliw-sat-4.0-b8,SATISFIABLE,286.09,618.21,FAILED,168.60,466.82,269.36,18.05,53.72,156.66,FAILED,51.33,56.14,117.33,FAILED,72.05,113.91,118.02,109.21,76.62,325.02,480.93,233.71,16.08,9.15,84.28,553.82,112.30,44.59,76.99,FAILED,FAILED,FAILED
vlsat2_113_1150,SATISFIABLE,19.51,FAILED,26.47,FAILED,FAILED,FAILED,FAILED,FAILED,2031.44,FAILED,185.13,10.77,10.45,FAILED,28.42,14.84,1.91,12.36,FAILED,34.76,36.33,36.96,FAILED,FAILED,1744.86,14.57,FAILED,FAILED,FAILED,FAILED,1.03,0.84
vlsat2_24450_2770239.dimacs,SATISFIABLE,2246.18,4384.06,87.53,FAILED,FAILED,FAILED,FAILED,FAILED,2315.01,164.44,21.14,19.30,19.61,FAILED,3.87,18.84,4.77,7.10,FAILED,161.63,43.00,FAILED,FAILED,FAILED,2264.72,23.47,178.70,32.56,FAILED,FAILED,3.28,2.07
vlsat2_57038_10572502.dimacs,SATISFIABLE,FAILED,FAILED,868.29,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1618.74,FAILED,17.65,17.73,FAILED,2250.55,328.97,34.24,50.68,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,25.65,FAILED,FAILED,9.07,8.30
worker_20_20_16_0.9,UNSATISFIABLE,FAILED,FAILED,FAILED,4732.93,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2537.69,3472.64,3531.59,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
worker_20_60_20_0.9,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
worker_30_120_30_0.8,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
worker_40_40_30_0.9,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
worker_40_80_35_0.85,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
worker_40_80_40_0.85,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
worker_500_500_500_0.35,SATISFIABLE,1729.39,FAILED,FAILED,70.88,FAILED,40.99,FAILED,FAILED,FAILED,FAILED,8.38,8.20,8.69,FAILED,23.34,59.48,191.04,144.65,3397.81,FAILED,187.47,159.83,8.86,17.08,131.79,81.07,FAILED,72.92,32.36,FAILED,FAILED,FAILED
worker_50_150_40_0.85,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
worker_50_50_50_0.85,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
