cnf,solution,abcdsat-2015,berkmin-2003,boehm1-1992,chaff-2001,cryptominisat-2010,glucose-2011,glucose-2012,grasp-1997,kissat-2020,kissat-mab-2021,kissat-mab-hywalk-2022,limmat-2002,lingeling-2013,lingeling-2014,maple-comsps-drup-2016,maple-lcm-disc-cb-dl-v3-2019,maple-lcm-dist-2017,maple-lcm-dist-cb-2018,minisat-2006,minisat-2008,precosat-2009,rsat-2007,satelite-gti-2005,zchaff-2004
SC21_Timetable_C_140_E_32_Cl_30_S_10,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SC21_Timetable_C_181_E_34_Cl_12_S_4,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SC21_Timetable_C_181_E_34_Cl_12_S_8,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SC21_Timetable_C_241_E_34_Cl_16_S_13,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SC21_Timetable_C_466_E_62_Cl_31_S_30,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4929.09,383.19,366.11,FAILED,FAILED,FAILED,459.89,194.20,473.86,126.32,FAILED,FAILED,277.53,FAILED,FAILED,FAILED
SC21_Timetable_C_512_E_66_Cl_34_S_35,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SC21_Timetable_C_527_E_71_Cl_35_S_35,SATISFIABLE,152.62,FAILED,FAILED,FAILED,FAILED,41.66,38.41,FAILED,3282.38,384.99,297.71,FAILED,338.26,637.53,176.23,213.49,321.08,146.11,FAILED,49.82,72.65,204.54,FAILED,FAILED
SC21_Timetable_C_542_E_71_Cl_36_S_35,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,710.32,440.36,FAILED,FAILED,FAILED,215.75,888.14,439.25,163.62,FAILED,FAILED,155.76,FAILED,FAILED,FAILED
SC21_Timetable_C_557_E_73_Cl_37_S_35,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1010.17,471.04,FAILED,FAILED,FAILED,FAILED,222.03,FAILED,164.18,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
SE_PR_WS_500_16_70_10.apx_0,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,85.56,88.69,FAILED,FAILED,2119.74,2014.88,3005.56,521.02,505.77,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Sz1024_34824.smt2,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1194.86,635.87,634.54,FAILED,FAILED,FAILED,2493.40,FAILED,1044.10,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
Sz512_15128_1.smt2,SATISFIABLE,2097.94,FAILED,FAILED,FAILED,FAILED,2513.97,4820.50,FAILED,733.91,557.99,1322.14,FAILED,FAILED,FAILED,1524.67,4380.66,4049.60,3729.61,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
UCG-20-10p1-sc2009,SATISFIABLE,742.91,FAILED,FAILED,FAILED,2306.23,1266.53,2255.28,FAILED,568.77,631.70,479.95,FAILED,684.46,1063.09,669.72,784.98,791.62,761.52,FAILED,2434.57,800.98,3899.82,FAILED,FAILED
UR-15-10p0,UNSATISFIABLE,287.33,FAILED,FAILED,FAILED,560.62,1268.18,570.42,FAILED,430.85,509.39,476.85,FAILED,390.70,391.29,397.90,286.73,426.14,450.57,1694.72,558.41,676.01,2159.46,1430.16,FAILED
UR-20-5p1,SATISFIABLE,997.52,FAILED,FAILED,FAILED,882.55,801.29,689.22,FAILED,777.25,130.06,527.92,FAILED,818.24,645.66,486.86,476.41,444.59,339.66,2123.70,1938.51,678.60,460.93,FAILED,FAILED
WS_300_24_90_10.apx_0,UNSATISFIABLE,105.08,253.42,FAILED,FAILED,132.38,124.91,142.79,FAILED,177.74,236.78,265.30,FAILED,1662.81,291.82,79.14,101.42,93.07,95.39,158.35,260.44,295.33,710.90,185.78,FAILED
WS_400_16_90_70.apx_0,UNSATISFIABLE,154.51,410.42,FAILED,FAILED,272.27,260.79,291.89,FAILED,290.91,356.69,352.92,FAILED,2579.72,361.74,100.59,172.59,112.66,108.39,215.19,1032.11,867.00,1227.46,337.18,FAILED
WS_500_16_70_10.apx_0,SATISFIABLE,915.27,FAILED,FAILED,FAILED,762.45,3686.57,FAILED,FAILED,2636.88,165.58,162.36,FAILED,FAILED,1214.28,723.12,212.53,1037.65,1012.22,2830.83,FAILED,FAILED,FAILED,286.08,FAILED
WS_500_32_30_10.apx_0,UNSATISFIABLE,1401.64,3130.92,FAILED,FAILED,1085.81,1153.10,1767.50,FAILED,2299.23,2894.09,3032.52,FAILED,FAILED,2639.01,314.05,481.69,377.22,420.59,1819.97,3022.63,FAILED,FAILED,2852.74,FAILED
ak016modbtsimpbisc,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,3976.47,FAILED,2747.31,FAILED,999.81,1496.64,1171.25,FAILED,FAILED,FAILED,4485.60,1069.80,4210.58,3628.65,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ak032modbtmodbtisc,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1806.71,735.71,771.75,FAILED,FAILED,FAILED,FAILED,1548.21,4263.06,4400.60,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ak128paralparalisc,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
assoc_mult_err_3.c,UNSATISFIABLE,57.90,FAILED,FAILED,FAILED,208.14,FAILED,FAILED,FAILED,40.66,47.60,46.46,FAILED,63.25,108.75,123.80,153.11,132.26,118.27,225.34,134.35,133.32,457.45,965.14,FAILED
at-least-two-aaai10-planning-ipc5-pathways-17-step20,UNSATISFIABLE,181.21,FAILED,FAILED,FAILED,282.23,1125.03,1080.48,FAILED,293.90,320.83,334.95,FAILED,606.39,860.01,411.69,551.44,515.54,518.41,2204.16,1906.67,217.34,FAILED,1593.95,FAILED
at-least-two-aaai10-planning-ipc5-pipesworld-12-step15,UNSATISFIABLE,106.80,215.23,FAILED,3090.78,FAILED,1111.14,1145.80,FAILED,227.69,241.13,202.10,FAILED,215.68,165.13,393.23,368.71,413.02,343.50,1448.51,453.61,107.57,FAILED,2006.71,1144.05
at-least-two-hwmcc10-timeframe-expansion-k50-pdtviseisenberg2-tseitin,UNSATISFIABLE,301.80,FAILED,FAILED,FAILED,FAILED,3135.79,3203.39,FAILED,467.43,272.30,273.51,FAILED,483.17,FAILED,424.65,285.13,334.65,922.17,2141.04,176.90,FAILED,FAILED,4674.44,FAILED
at-least-two-ibm-2004-23-k100,SATISFIABLE,649.62,FAILED,FAILED,FAILED,1719.39,731.82,882.02,FAILED,260.54,269.59,311.15,FAILED,468.75,606.76,260.24,249.19,254.78,426.50,FAILED,329.75,962.94,4329.28,FAILED,FAILED
at-least-two-maris-s03-gripper11,SATISFIABLE,41.80,FAILED,FAILED,FAILED,381.90,52.81,74.62,FAILED,FAILED,3689.48,FAILED,FAILED,56.04,65.65,2525.82,67.32,2549.75,2519.96,FAILED,143.12,57.76,456.42,FAILED,FAILED
at-least-two-smtlib-qfbv-aigs-ext_con_032_008_0256-tseitin,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1926.76,54.12,55.49,FAILED,FAILED,FAILED,6.18,35.40,89.82,45.17,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
at-least-two-sokoban-sequential-p145-microban-sequential.030-NOTKNOWN,UNSATISFIABLE,167.26,467.22,FAILED,4827.93,453.60,385.97,411.20,FAILED,545.13,472.76,410.92,FAILED,504.22,479.47,383.70,260.52,332.34,295.27,893.22,262.35,1517.26,FAILED,1291.99,4568.46
at-least-two-traffic_b_unsat,UNSATISFIABLE,239.89,777.27,FAILED,FAILED,169.82,301.95,340.12,FAILED,297.99,405.51,419.84,FAILED,637.12,820.60,139.27,232.21,281.29,225.53,624.27,342.10,497.09,FAILED,531.28,FAILED
at-least-two-traffic_f_unknown,UNSATISFIABLE,257.04,724.56,FAILED,FAILED,262.11,498.05,552.10,FAILED,280.28,365.61,362.17,FAILED,591.66,992.60,143.50,309.50,255.83,237.19,621.10,348.05,557.45,FAILED,935.40,FAILED
at-least-two-traffic_kkb_unknown,UNSATISFIABLE,258.17,797.64,FAILED,FAILED,211.54,401.29,465.70,FAILED,281.27,369.09,299.60,FAILED,726.21,946.22,137.04,452.88,256.10,234.97,574.44,355.96,554.22,FAILED,859.04,FAILED
at-least-two-traffic_pcb_unknown,UNSATISFIABLE,884.11,763.60,FAILED,FAILED,185.25,292.68,326.96,FAILED,274.18,436.78,460.08,FAILED,499.38,877.29,140.07,341.03,256.28,241.94,1534.08,406.46,465.30,681.12,647.52,FAILED
at-least-two-vmpc_28,SATISFIABLE,544.49,FAILED,FAILED,FAILED,1037.32,365.91,989.12,FAILED,FAILED,2211.93,81.08,FAILED,4363.27,1654.72,368.88,132.75,136.52,660.49,FAILED,850.89,FAILED,FAILED,FAILED,FAILED
b04_s_unknown_pre,SATISFIABLE,349.31,FAILED,FAILED,153.06,38.81,339.46,586.25,FAILED,18.19,47.13,23.66,380.96,350.07,353.96,87.81,183.32,307.90,255.86,3311.46,271.64,317.50,1177.72,3146.94,FAILED
b2005-p1-12x12c10h7-Ser3-0,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b2005-p1-12x12c10h7-Ser4-0,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b2005-p1-12x12c10h7-Ser5-0,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b2005-p1-14x14c17h9-Ser3-0,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b2005-p2-12x12c10h7-Ser7-0,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b2005-p2-14x14c17h9-Ser5-0,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b2005-p2-14x14c17h9-Ser6-0,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b2005-p3-12x12c10h7-Ser7-0,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b2005-p3-14x14c17h9-Ser3-0,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b2005-p4-12x12c10h7-Ser3-0,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b2005-p4-14x14c17h9-Ser8-0,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b2005-p5-12x12c10h7-Ser5-0,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
b2005-p5-14x14c17h9-Ser5-0,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
barman-pfile10-039.sas.ex.15,UNSATISFIABLE,FAILED,1392.73,FAILED,1544.66,FAILED,FAILED,FAILED,FAILED,98.79,93.69,89.28,FAILED,939.67,1212.19,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,568.45,FAILED,FAILED,FAILED
barman-pfile10-040.sas.ex.15,UNSATISFIABLE,FAILED,380.52,FAILED,255.87,FAILED,FAILED,FAILED,FAILED,96.57,98.23,103.03,FAILED,748.61,1051.03,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,597.83,FAILED,FAILED,864.95
battleship-12-12-unsat,UNSATISFIABLE,1085.51,FAILED,32.96,FAILED,380.60,164.32,223.83,FAILED,297.68,313.42,305.61,FAILED,40.20,408.37,98.72,187.86,221.46,239.85,100.90,468.08,522.75,1502.41,84.08,FAILED
battleship-14-26-sat,SATISFIABLE,50.34,97.13,FAILED,FAILED,2486.68,1.47,6.92,FAILED,44.14,192.24,192.26,FAILED,2307.11,2049.46,2612.90,2270.77,3403.78,4453.22,5.47,1165.61,103.57,916.66,746.54,FAILED
blocks-blocks-36-0.180-SAT,SATISFIABLE,22.25,2774.15,FAILED,1374.11,36.32,29.26,12.72,FAILED,1224.52,195.19,190.71,FAILED,30.71,85.84,65.02,321.75,345.58,409.27,707.78,51.87,270.74,27.79,428.51,FAILED
blocks-blocks-37-1.120-NOTKNOWN,UNSATISFIABLE,76.66,260.98,FAILED,4506.38,135.76,62.42,77.97,FAILED,106.01,114.64,97.18,FAILED,86.22,90.28,240.32,276.18,517.87,3017.92,209.60,103.13,212.21,116.51,360.74,FAILED
blocks-blocks-37-1.130-NOTKNOWN,UNSATISFIABLE,697.52,FAILED,FAILED,FAILED,1088.30,977.39,769.53,FAILED,842.00,857.15,962.16,FAILED,638.23,815.21,2385.13,686.85,904.62,778.05,FAILED,1879.66,494.06,1404.22,3385.44,FAILED
bv-term-small-rw_1294.smt2,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
bv-term-small-rw_1492.smt2,SATISFIABLE,0.13,0.04,FAILED,0.21,814.59,226.32,0.13,FAILED,0.02,0.04,0.04,1.24,FAILED,0.35,2557.81,197.49,2623.50,2561.25,FAILED,910.30,84.13,6.25,FAILED,0.11
bvsdiv_19.smt2,UNSATISFIABLE,3184.27,FAILED,FAILED,FAILED,FAILED,4982.98,FAILED,FAILED,1348.06,2038.01,1857.37,FAILED,3398.32,3323.23,2071.09,2520.20,1997.64,2003.04,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
bvsmod_18.smt2,UNSATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4325.38,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
bvsmod_19.smt2,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
bvsub_08985.smt2,UNSATISFIABLE,927.42,4606.64,FAILED,2944.98,FAILED,FAILED,4223.93,FAILED,625.50,535.32,554.12,FAILED,1954.22,676.45,492.77,952.55,1691.50,1219.05,1483.74,310.97,3739.37,FAILED,FAILED,FAILED
bvsub_12973.smt2,UNSATISFIABLE,1482.19,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1415.43,1622.65,1561.59,FAILED,3450.62,1845.59,1004.05,2673.28,3461.12,3140.48,FAILED,739.25,FAILED,FAILED,FAILED,FAILED
bvsub_19952.smt2,UNSATISFIABLE,4462.95,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2624.39,3179.70,3093.82,FAILED,FAILED,3509.26,2777.69,4243.12,FAILED,4814.75,FAILED,1633.92,FAILED,FAILED,FAILED,FAILED
bvurem_20.smt2,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
crafted_n10_d6_c4_num15,UNSATISFIABLE,1421.23,2624.82,FAILED,FAILED,FAILED,2899.05,2436.42,FAILED,140.60,182.99,212.17,FAILED,FAILED,173.81,496.13,546.74,427.92,264.36,FAILED,FAILED,4919.44,FAILED,FAILED,FAILED
crafted_n10_d6_c4_num21,UNSATISFIABLE,802.41,2338.17,FAILED,FAILED,991.04,2682.48,3668.38,FAILED,226.29,356.26,253.52,FAILED,FAILED,195.31,517.31,541.55,437.98,347.10,FAILED,FAILED,4117.64,FAILED,FAILED,FAILED
crafted_n11_d6_c4_num14,UNSATISFIABLE,4113.79,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,620.41,850.56,830.80,FAILED,FAILED,1173.71,1529.64,1291.12,703.96,787.33,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
crafted_n12_d6_c3_num18,UNSATISFIABLE,1142.01,FAILED,FAILED,FAILED,594.77,1987.33,2812.78,FAILED,303.40,370.61,342.79,FAILED,1254.73,149.46,529.49,606.69,450.99,325.16,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
crafted_n12_d6_c3_num28,UNSATISFIABLE,2085.27,FAILED,FAILED,FAILED,1172.40,3236.02,3942.07,FAILED,296.45,380.58,428.33,3872.40,3607.03,147.62,880.06,612.37,833.52,270.22,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
crafted_n12_d6_c4_num17,UNSATISFIABLE,1688.17,FAILED,FAILED,FAILED,2204.21,4082.00,3192.05,FAILED,200.11,258.60,223.29,1253.78,FAILED,237.82,975.02,1020.97,633.62,655.99,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ctl_4201_555_unsat,UNSATISFIABLE,369.75,3430.48,FAILED,FAILED,2704.20,1102.42,806.54,FAILED,1881.51,2156.08,2074.20,FAILED,1897.35,2284.21,863.96,1454.92,1249.22,1027.12,FAILED,2375.94,FAILED,FAILED,FAILED,FAILED
ctl_4291_567_11_unsat,UNSATISFIABLE,953.60,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ctl_4291_567_1_unsat,UNSATISFIABLE,354.22,3142.24,FAILED,FAILED,2732.77,821.69,783.30,FAILED,1904.47,2070.34,2026.08,FAILED,1966.19,1593.81,777.56,1381.66,1049.38,1129.21,FAILED,3213.89,FAILED,FAILED,FAILED,FAILED
ctl_4291_567_6_unsat_pre,UNSATISFIABLE,1613.70,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ctl_4291_567_9_unsat,UNSATISFIABLE,287.44,1262.27,FAILED,FAILED,1103.28,460.69,400.49,FAILED,811.58,1057.43,1034.08,FAILED,934.35,900.75,473.71,814.98,679.93,549.36,1695.31,745.50,2818.81,1988.49,2728.74,FAILED
dist10.c,UNSATISFIABLE,195.50,3224.08,FAILED,FAILED,285.92,622.45,492.45,FAILED,95.36,143.50,133.12,FAILED,185.58,209.35,195.25,253.59,237.75,246.98,826.91,694.90,756.38,1437.40,1074.93,FAILED
dist4.c,UNSATISFIABLE,174.91,FAILED,FAILED,FAILED,376.16,478.48,583.76,FAILED,97.51,134.50,134.67,FAILED,148.63,177.65,194.00,246.01,214.08,202.82,764.47,699.17,935.71,FAILED,1402.59,FAILED
ecarev-110-1031-23-40-8,SATISFIABLE,1792.18,FAILED,FAILED,FAILED,FAILED,852.42,1336.46,FAILED,515.72,982.35,911.67,FAILED,384.18,470.01,782.06,373.83,811.16,382.37,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ecarev-110-4099-22-30-4,SATISFIABLE,736.51,FAILED,FAILED,FAILED,FAILED,326.37,330.69,FAILED,537.38,543.00,462.23,FAILED,183.84,331.12,304.36,246.55,352.75,299.78,FAILED,842.32,FAILED,3933.97,FAILED,FAILED
edit_distance007_85,UNSATISFIABLE,2400.82,FAILED,FAILED,FAILED,3323.76,4531.67,2798.83,FAILED,842.95,1455.08,1177.95,FAILED,FAILED,FAILED,1555.65,1685.71,1501.92,1415.63,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
edit_distance019_312,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4142.46,1513.47,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
edit_distance023_281,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1553.94,506.72,407.58,FAILED,FAILED,FAILED,FAILED,704.74,FAILED,FAILED,FAILED,1820.94,FAILED,FAILED,FAILED,FAILED
edit_distance023_282,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3853.78,403.63,553.45,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1954.53,FAILED,FAILED,FAILED,FAILED
edit_distance023_283,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2574.67,96.10,785.00,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,668.63,FAILED,FAILED,FAILED,FAILED
edit_distance025_448,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3702.23,3918.17,2832.75,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
edit_distance025_449,UNKNOWN,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
edit_distance025_450,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,4332.49,2259.61,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
edit_distance031_283,UNSATISFIABLE,4320.98,FAILED,FAILED,FAILED,4366.23,FAILED,3339.86,FAILED,2705.35,2773.50,2818.28,FAILED,4409.18,FAILED,FAILED,2011.70,4704.99,4649.94,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
edit_distance031_284,UNSATISFIABLE,4663.56,FAILED,FAILED,FAILED,4698.02,FAILED,4010.50,FAILED,2325.11,2949.15,2809.72,FAILED,FAILED,FAILED,FAILED,2127.87,4962.40,4696.49,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
edit_distance035_393,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,1394.00,4487.14,2417.70,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
edit_distance041_182,UNSATISFIABLE,454.89,461.80,FAILED,3442.70,254.78,210.22,152.82,FAILED,333.40,416.91,282.80,FAILED,665.63,605.84,182.25,244.57,263.29,200.00,487.64,285.03,415.81,934.03,618.46,2030.55
edit_distance041_183,UNSATISFIABLE,427.60,306.92,FAILED,2721.76,238.67,199.09,151.99,FAILED,328.32,323.11,199.57,FAILED,479.05,620.18,159.48,252.03,329.59,219.41,472.70,311.71,557.07,1044.51,715.65,1696.74
erin2_0x0-379,SATISFIABLE,2427.60,373.85,FAILED,FAILED,4259.15,FAILED,3899.36,FAILED,1273.88,1900.18,297.82,927.73,FAILED,FAILED,725.76,714.73,1892.27,546.50,FAILED,1811.71,700.06,2026.30,4021.43,FAILED
erin2_0x0_n207-379,SATISFIABLE,2250.70,FAILED,FAILED,FAILED,2118.77,FAILED,388.08,FAILED,2096.59,330.60,380.35,FAILED,FAILED,417.22,12.88,768.83,152.13,525.92,FAILED,350.90,FAILED,3519.97,FAILED,FAILED
erin2_0x1e3-216,SATISFIABLE,2371.62,FAILED,113.36,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,466.51,FAILED,FAILED,FAILED,1705.43,1811.16,1735.25,FAILED,FAILED,677.17,FAILED,FAILED,FAILED,FAILED
ex045_7,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,982.22,445.74,452.03,FAILED,FAILED,FAILED,832.16,3964.86,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
ex065_25,SATISFIABLE,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3797.42,FAILED,343.82,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
